Date,Year,Month,Region,ESG_Category,Current_Score,Industry_Average,Target_Score,Improvement_Rate_per_Month,Investment_Allocation_USD,Initiatives_Count
2022-08-01,2022,8,Europe,Waste Management,89.0,72.6,95.0,0.27,57116.0,11
2022-08-01,2022,8,Europe,Supply Chain,77.3,60.3,82.3,0.25,25825.0,6
2022-08-01,2022,8,Europe,Employee Wellbeing,92.0,77.3,95.0,0.23,31455.0,11
2022-08-01,2022,8,Europe,Community Impact,86.8,63.0,86.5,0.48,69116.0,6
2022-08-01,2022,8,Europe,Governance,93.5,80.1,95.0,0.24,56866.0,5
2022-08-01,2022,8,Europe,Innovation,79.8,63.3,93.4,-0.01,37911.0,3
2022-08-01,2022,8,Asia Pacific,Carbon Footprint,79.0,65.2,82.9,0.33,39242.0,4
2022-08-01,2022,8,Asia Pacific,Water Stewardship,69.2,68.3,90.8,0.28,44422.0,8
2022-08-01,2022,8,Asia Pacific,Waste Management,79.5,68.3,95.0,0.42,49797.0,6
2022-08-01,2022,8,Asia Pacific,Supply Chain,69.3,61.7,80.2,0.35,71544.0,11
2022-08-01,2022,8,Asia Pacific,Employee Wellbeing,80.1,80.3,95.0,0.33,77661.0,9
2022-08-01,2022,8,Asia Pacific,Community Impact,74.2,67.3,87.9,0.11,28389.0,7
2022-08-01,2022,8,Asia Pacific,Governance,84.0,83.3,95.0,0.26,26820.0,3
2022-08-01,2022,8,Asia Pacific,Innovation,77.7,68.2,95.0,-0.01,38643.0,11
2022-08-01,2022,8,Latin America,Carbon Footprint,70.4,62.6,82.9,0.21,66201.0,7
2022-08-01,2022,8,Latin America,Water Stewardship,84.0,69.0,94.5,0.02,70773.0,11
2022-08-01,2022,8,Latin America,Waste Management,78.8,71.6,92.9,0.11,72166.0,9
2022-08-01,2022,8,Latin America,Supply Chain,72.4,59.1,81.0,0.16,31237.0,6
2022-08-01,2022,8,Latin America,Employee Wellbeing,91.6,76.6,95.0,0.06,72293.0,5
2022-08-01,2022,8,Latin America,Community Impact,78.9,62.6,88.9,0.23,66539.0,4
2022-08-01,2022,8,Latin America,Governance,84.1,78.1,95.0,0.2,28050.0,9
2022-08-01,2022,8,Latin America,Innovation,79.5,68.2,92.4,0.21,33071.0,5
2022-08-01,2022,8,Middle East & Africa,Carbon Footprint,68.2,63.2,85.2,0.36,67268.0,5
2022-08-01,2022,8,Middle East & Africa,Water Stewardship,77.3,69.6,94.2,0.06,40380.0,6
2022-08-01,2022,8,Middle East & Africa,Waste Management,78.9,70.2,95.0,0.14,54013.0,6
2022-08-01,2022,8,Middle East & Africa,Supply Chain,71.6,63.3,82.3,0.15,83716.0,7
2022-08-01,2022,8,Middle East & Africa,Employee Wellbeing,80.9,76.5,95.0,0.2,31305.0,6
2022-08-01,2022,8,Middle East & Africa,Community Impact,74.7,64.9,87.9,0.09,37075.0,9
2022-08-01,2022,8,Middle East & Africa,Governance,94.9,77.6,95.0,0.01,53148.0,6
2022-08-01,2022,8,Middle East & Africa,Innovation,66.4,68.5,89.9,0.34,79188.0,5
2022-09-01,2022,9,North America,Carbon Footprint,72.5,62.3,85.8,0.08,37445.0,10
2022-09-01,2022,9,North America,Water Stewardship,79.2,75.6,91.8,0.23,76421.0,7
2022-09-01,2022,9,North America,Waste Management,82.6,71.5,95.0,0.11,78617.0,11
2022-09-01,2022,9,North America,Supply Chain,68.8,61.8,80.5,0.28,74871.0,6
2022-09-01,2022,9,North America,Employee Wellbeing,90.5,76.8,95.0,0.16,79625.0,7
2022-09-01,2022,9,North America,Community Impact,75.9,66.1,89.0,0.28,73742.0,4
2022-09-01,2022,9,North America,Governance,89.7,79.1,95.0,0.3,45354.0,9
2022-09-01,2022,9,North America,Innovation,78.0,69.2,94.5,0.05,76734.0,11
2022-09-01,2022,9,Europe,Carbon Footprint,78.6,63.6,91.8,-0.02,66019.0,6
2022-09-01,2022,9,Europe,Water Stewardship,82.7,67.4,95.0,0.06,44484.0,8
2022-09-01,2022,9,Europe,Waste Management,80.8,72.4,92.5,0.23,53865.0,9
2022-09-01,2022,9,Europe,Supply Chain,81.1,60.6,85.9,-0.04,70460.0,10
2022-09-01,2022,9,Europe,Employee Wellbeing,90.2,80.8,95.0,0.04,41404.0,8
2022-09-01,2022,9,Europe,Community Impact,79.9,67.7,89.5,0.18,73784.0,6
2022-09-01,2022,9,Europe,Governance,89.7,81.6,95.0,0.25,38600.0,3
2022-09-01,2022,9,Europe,Innovation,79.7,65.7,90.4,0.27,50350.0,8
2022-09-01,2022,9,Asia Pacific,Carbon Footprint,60.8,67.3,87.2,0.21,45245.0,11
2022-09-01,2022,9,Asia Pacific,Water Stewardship,84.5,71.0,91.7,0.16,29763.0,6
2022-09-01,2022,9,Asia Pacific,Waste Management,85.4,72.2,91.5,0.24,63006.0,9
2022-09-01,2022,9,Asia Pacific,Supply Chain,63.6,57.8,87.3,0.04,32608.0,9
2022-09-01,2022,9,Asia Pacific,Employee Wellbeing,88.9,74.9,95.0,0.26,68924.0,8
2022-09-01,2022,9,Asia Pacific,Community Impact,73.5,65.7,91.1,0.06,41508.0,6
2022-09-01,2022,9,Asia Pacific,Governance,75.9,81.7,95.0,0.26,61301.0,11
2022-09-01,2022,9,Asia Pacific,Innovation,73.8,70.4,94.6,0.14,66227.0,9
2022-09-01,2022,9,Latin America,Carbon Footprint,77.2,64.8,88.1,0.05,61198.0,5
2022-09-01,2022,9,Latin America,Water Stewardship,76.2,67.2,86.8,0.15,76240.0,10
2022-09-01,2022,9,Latin America,Waste Management,86.0,71.2,95.0,0.28,34554.0,9
2022-09-01,2022,9,Latin America,Supply Chain,71.8,56.0,83.0,0.14,47816.0,9
2022-09-01,2022,9,Latin America,Employee Wellbeing,88.1,76.1,95.0,0.24,66883.0,7
2022-09-01,2022,9,Latin America,Community Impact,67.7,66.3,87.7,0.19,76881.0,8
2022-09-01,2022,9,Latin America,Governance,91.7,82.0,95.0,0.1,76411.0,7
2022-09-01,2022,9,Latin America,Innovation,76.0,64.8,91.9,0.23,27652.0,5
2022-09-01,2022,9,Middle East & Africa,Carbon Footprint,69.5,63.5,86.5,0.2,41227.0,10
2022-09-01,2022,9,Middle East & Africa,Water Stewardship,81.4,68.9,95.0,0.37,25034.0,7
2022-09-01,2022,9,Middle East & Africa,Waste Management,77.2,69.5,95.0,0.23,35899.0,9
2022-09-01,2022,9,Middle East & Africa,Supply Chain,68.1,59.3,83.9,0.08,34887.0,7
2022-09-01,2022,9,Middle East & Africa,Employee Wellbeing,83.5,76.8,95.0,0.26,41672.0,8
2022-09-01,2022,9,Middle East & Africa,Community Impact,78.7,63.7,86.3,0.23,75651.0,4
2022-09-01,2022,9,Middle East & Africa,Governance,90.8,78.5,95.0,0.18,45135.0,10
2022-09-01,2022,9,Middle East & Africa,Innovation,73.6,65.0,87.3,0.06,67856.0,6
2022-10-01,2022,10,North America,Carbon Footprint,76.6,66.6,84.1,0.01,67217.0,7
2022-10-01,2022,10,North America,Water Stewardship,77.9,70.2,88.3,0.2,45023.0,7
2022-10-01,2022,10,North America,Waste Management,77.6,69.8,90.3,0.13,35170.0,9
2022-10-01,2022,10,North America,Supply Chain,74.4,59.3,84.0,0.25,48800.0,9
2022-10-01,2022,10,North America,Employee Wellbeing,88.6,75.1,95.0,0.1,70287.0,8
2022-10-01,2022,10,North America,Community Impact,70.0,66.2,85.0,0.43,50683.0,6
2022-10-01,2022,10,North America,Governance,85.3,77.8,95.0,0.38,26797.0,3
2022-10-01,2022,10,North America,Innovation,81.4,67.5,90.0,0.14,76068.0,3
2022-10-01,2022,10,Europe,Carbon Footprint,80.4,63.6,87.6,0.13,55443.0,4
2022-10-01,2022,10,Europe,Water Stewardship,84.8,68.8,90.7,0.26,66479.0,7
2022-10-01,2022,10,Europe,Waste Management,92.3,69.6,94.4,0.06,57958.0,7
2022-10-01,2022,10,Europe,Supply Chain,80.7,58.7,86.7,0.34,78508.0,11
2022-10-01,2022,10,Europe,Employee Wellbeing,84.1,78.7,95.0,0.24,55775.0,7
2022-10-01,2022,10,Europe,Community Impact,79.3,67.8,82.2,0.25,74791.0,9
2022-10-01,2022,10,Europe,Governance,92.8,80.8,95.0,-0.03,32479.0,6
2022-10-01,2022,10,Europe,Innovation,84.4,69.8,88.2,0.09,33669.0,7
2022-10-01,2022,10,Asia Pacific,Carbon Footprint,69.9,63.3,88.7,0.23,70181.0,7
2022-10-01,2022,10,Asia Pacific,Water Stewardship,77.9,69.2,92.1,0.12,43479.0,6
2022-10-01,2022,10,Asia Pacific,Waste Management,83.3,70.6,95.0,0.17,76496.0,7
2022-10-01,2022,10,Asia Pacific,Supply Chain,67.5,58.2,81.3,0.29,75265.0,9
2022-10-01,2022,10,Asia Pacific,Employee Wellbeing,82.8,74.2,95.0,0.23,83415.0,5
2022-10-01,2022,10,Asia Pacific,Community Impact,72.9,62.2,86.1,0.11,75234.0,10
2022-10-01,2022,10,Asia Pacific,Governance,86.6,81.9,95.0,0.24,39356.0,10
2022-10-01,2022,10,Asia Pacific,Innovation,70.9,69.0,87.4,0.27,59574.0,9
2022-10-01,2022,10,Latin America,Carbon Footprint,74.5,61.3,87.5,0.3,77583.0,6
2022-10-01,2022,10,Latin America,Water Stewardship,82.3,70.6,92.0,0.05,35474.0,4
2022-10-01,2022,10,Latin America,Waste Management,85.1,72.0,95.0,0.23,81231.0,3
2022-10-01,2022,10,Latin America,Supply Chain,68.8,58.4,81.2,0.22,72199.0,3
2022-10-01,2022,10,Latin America,Employee Wellbeing,86.3,74.8,95.0,0.22,82824.0,10
2022-10-01,2022,10,Latin America,Community Impact,76.9,63.4,84.9,0.18,58307.0,6
2022-10-01,2022,10,Latin America,Governance,88.0,79.5,95.0,0.18,81885.0,10
2022-10-01,2022,10,Latin America,Innovation,73.1,70.0,85.4,-0.02,81926.0,9
2022-10-01,2022,10,Middle East & Africa,Carbon Footprint,76.3,61.1,90.8,0.24,30719.0,9
2022-10-01,2022,10,Middle East & Africa,Water Stewardship,75.5,69.2,90.4,0.32,68807.0,4
2022-10-01,2022,10,Middle East & Africa,Waste Management,84.8,70.2,95.0,0.11,28578.0,6
2022-10-01,2022,10,Middle East & Africa,Supply Chain,66.0,60.3,79.4,0.29,43599.0,6
2022-10-01,2022,10,Middle East & Africa,Employee Wellbeing,84.8,76.3,95.0,0.21,61289.0,5
2022-10-01,2022,10,Middle East & Africa,Community Impact,72.7,65.5,94.6,0.33,36695.0,7
2022-10-01,2022,10,Middle East & Africa,Governance,83.4,82.3,95.0,0.18,82410.0,10
2022-10-01,2022,10,Middle East & Africa,Innovation,71.2,67.9,93.4,0.35,76116.0,5
2022-11-01,2022,11,North America,Carbon Footprint,73.6,65.8,87.0,0.12,56441.0,10
2022-11-01,2022,11,North America,Water Stewardship,78.6,70.4,90.8,0.24,30368.0,6
2022-11-01,2022,11,North America,Waste Management,91.5,70.0,95.0,0.21,79947.0,10
2022-11-01,2022,11,North America,Supply Chain,65.9,59.3,79.0,0.41,38532.0,3
2022-11-01,2022,11,North America,Employee Wellbeing,94.8,75.4,95.0,0.26,52993.0,5
2022-11-01,2022,11,North America,Community Impact,76.7,65.1,88.1,0.14,44756.0,3
2022-11-01,2022,11,North America,Governance,97.8,78.2,95.0,0.2,59747.0,5
2022-11-01,2022,11,North America,Innovation,71.8,64.8,86.6,0.04,62130.0,10
2022-11-01,2022,11,Europe,Carbon Footprint,82.7,65.7,86.5,0.2,65086.0,8
2022-11-01,2022,11,Europe,Water Stewardship,80.0,75.0,89.1,0.15,82169.0,9
2022-11-01,2022,11,Europe,Waste Management,94.9,74.0,95.0,0.3,31875.0,9
2022-11-01,2022,11,Europe,Supply Chain,76.9,60.1,80.5,0.33,33124.0,7
2022-11-01,2022,11,Europe,Employee Wellbeing,88.1,78.1,95.0,0.25,34423.0,9
2022-11-01,2022,11,Europe,Community Impact,80.4,64.3,87.4,0.19,61999.0,3
2022-11-01,2022,11,Europe,Governance,92.4,81.5,95.0,0.07,70813.0,5
2022-11-01,2022,11,Europe,Innovation,83.4,63.4,91.8,0.2,40804.0,3
2022-11-01,2022,11,Asia Pacific,Carbon Footprint,65.7,64.3,83.2,0.16,77858.0,5
2022-11-01,2022,11,Asia Pacific,Water Stewardship,77.2,71.4,89.4,0.19,72485.0,8
2022-11-01,2022,11,Asia Pacific,Waste Management,74.4,70.3,95.0,0.36,29192.0,4
2022-11-01,2022,11,Asia Pacific,Supply Chain,68.1,57.8,79.7,0.21,39896.0,11
2022-11-01,2022,11,Asia Pacific,Employee Wellbeing,79.7,79.2,95.0,0.25,60345.0,6
2022-11-01,2022,11,Asia Pacific,Community Impact,69.3,67.7,89.8,0.06,69720.0,7
2022-11-01,2022,11,Asia Pacific,Governance,84.6,83.3,95.0,0.33,36775.0,11
2022-11-01,2022,11,Asia Pacific,Innovation,81.3,68.4,89.3,0.24,28423.0,5
2022-11-01,2022,11,Latin America,Carbon Footprint,72.7,64.2,90.6,0.18,40453.0,5
2022-11-01,2022,11,Latin America,Water Stewardship,81.3,68.4,88.7,0.08,52458.0,10
2022-11-01,2022,11,Latin America,Waste Management,83.2,70.1,93.3,0.14,40404.0,7
2022-11-01,2022,11,Latin America,Supply Chain,75.4,60.0,83.6,0.29,41884.0,10
2022-11-01,2022,11,Latin America,Employee Wellbeing,90.4,78.2,95.0,0.31,70075.0,9
2022-11-01,2022,11,Latin America,Community Impact,81.5,65.1,88.2,0.28,26890.0,3
2022-11-01,2022,11,Latin America,Governance,90.3,81.0,95.0,-0.03,40948.0,8
2022-11-01,2022,11,Latin America,Innovation,75.2,68.6,92.5,0.32,56535.0,5
2022-11-01,2022,11,Middle East & Africa,Carbon Footprint,72.0,66.0,91.4,0.07,80220.0,7
2022-11-01,2022,11,Middle East & Africa,Water Stewardship,77.6,73.5,91.8,0.17,33180.0,3
2022-11-01,2022,11,Middle East & Africa,Waste Management,76.7,72.3,85.9,0.18,45884.0,8
2022-11-01,2022,11,Middle East & Africa,Supply Chain,62.5,62.2,86.8,0.06,58273.0,9
2022-11-01,2022,11,Middle East & Africa,Employee Wellbeing,90.2,75.4,95.0,0.17,78194.0,5
2022-11-01,2022,11,Middle East & Africa,Community Impact,72.4,62.0,88.4,0.17,69982.0,6
2022-11-01,2022,11,Middle East & Africa,Governance,98.0,78.2,95.0,0.16,56602.0,8
2022-11-01,2022,11,Middle East & Africa,Innovation,79.7,69.4,90.4,0.18,61603.0,9
2022-12-01,2022,12,North America,Carbon Footprint,70.8,62.6,85.8,0.32,59521.0,7
2022-12-01,2022,12,North America,Water Stewardship,77.4,70.3,91.8,0.18,53810.0,11
2022-12-01,2022,12,North America,Waste Management,87.5,71.0,95.0,0.16,50170.0,6
2022-12-01,2022,12,North America,Supply Chain,70.7,63.8,81.6,0.18,34998.0,9
2022-12-01,2022,12,North America,Employee Wellbeing,85.3,77.1,95.0,0.02,69153.0,3
2022-12-01,2022,12,North America,Community Impact,72.6,66.2,89.9,0.33,45375.0,9
2022-12-01,2022,12,North America,Governance,87.2,78.6,95.0,0.14,30862.0,6
2022-12-01,2022,12,North America,Innovation,80.3,65.1,87.0,0.25,47264.0,11
2022-12-01,2022,12,Europe,Carbon Footprint,82.7,65.6,92.7,0.27,55524.0,9
2022-12-01,2022,12,Europe,Water Stewardship,90.8,72.8,92.6,0.13,78927.0,11
2022-12-01,2022,12,Europe,Waste Management,85.1,72.8,91.6,0.15,64128.0,9
2022-12-01,2022,12,Europe,Supply Chain,65.8,57.3,89.5,0.32,40253.0,6
2022-12-01,2022,12,Europe,Employee Wellbeing,87.2,78.0,95.0,0.39,52089.0,5
2022-12-01,2022,12,Europe,Community Impact,76.8,65.3,84.0,0.15,32451.0,11
2022-12-01,2022,12,Europe,Governance,91.7,81.0,95.0,0.16,68671.0,8
2022-12-01,2022,12,Europe,Innovation,90.7,67.9,89.7,0.33,65592.0,9
2022-12-01,2022,12,Asia Pacific,Carbon Footprint,64.9,66.4,88.1,0.11,71122.0,4
2022-12-01,2022,12,Asia Pacific,Water Stewardship,67.1,69.7,91.0,0.12,39260.0,6
2022-12-01,2022,12,Asia Pacific,Waste Management,83.4,67.7,95.0,0.12,26311.0,5
2022-12-01,2022,12,Asia Pacific,Supply Chain,75.1,60.0,76.6,0.25,66695.0,5
2022-12-01,2022,12,Asia Pacific,Employee Wellbeing,86.7,79.9,95.0,0.28,78626.0,4
2022-12-01,2022,12,Asia Pacific,Community Impact,72.4,63.8,91.2,0.08,27394.0,7
2022-12-01,2022,12,Asia Pacific,Governance,90.6,78.1,95.0,0.2,49584.0,9
2022-12-01,2022,12,Asia Pacific,Innovation,72.6,64.3,87.1,0.24,79941.0,9
2022-12-01,2022,12,Latin America,Carbon Footprint,82.2,60.7,94.0,0.32,76607.0,4
2022-12-01,2022,12,Latin America,Water Stewardship,78.5,70.6,95.0,0.14,25750.0,3
2022-12-01,2022,12,Latin America,Waste Management,82.3,70.5,93.2,0.16,49886.0,4
2022-12-01,2022,12,Latin America,Supply Chain,71.4,59.2,76.1,0.18,67184.0,7
2022-12-01,2022,12,Latin America,Employee Wellbeing,88.3,78.9,95.0,0.33,65618.0,4
2022-12-01,2022,12,Latin America,Community Impact,79.6,66.4,94.5,0.14,63249.0,9
2022-12-01,2022,12,Latin America,Governance,91.4,83.7,95.0,0.2,34996.0,7
2022-12-01,2022,12,Latin America,Innovation,81.2,68.2,89.7,0.38,41877.0,7
2022-12-01,2022,12,Middle East & Africa,Carbon Footprint,80.8,66.0,88.9,0.17,36098.0,8
2022-12-01,2022,12,Middle East & Africa,Water Stewardship,78.3,68.2,93.8,0.29,66377.0,5
2022-12-01,2022,12,Middle East & Africa,Waste Management,82.0,73.4,94.3,0.27,42894.0,6
2022-12-01,2022,12,Middle East & Africa,Supply Chain,63.4,59.0,78.2,0.36,79147.0,7
2022-12-01,2022,12,Middle East & Africa,Employee Wellbeing,89.3,77.0,95.0,0.49,46790.0,9
2022-12-01,2022,12,Middle East & Africa,Community Impact,79.9,61.5,92.2,-0.06,74622.0,6
2022-12-01,2022,12,Middle East & Africa,Governance,90.7,77.0,95.0,0.24,43502.0,11
2022-12-01,2022,12,Middle East & Africa,Innovation,77.0,66.2,92.6,0.31,71656.0,7
2023-01-01,2023,1,North America,Carbon Footprint,73.8,63.0,91.1,0.33,36712.0,5
2023-01-01,2023,1,North America,Water Stewardship,87.5,69.8,93.0,0.17,60229.0,7
2023-01-01,2023,1,North America,Waste Management,82.7,76.8,93.3,0.17,37503.0,9
2023-01-01,2023,1,North America,Supply Chain,73.0,59.0,78.4,0.03,77110.0,4
2023-01-01,2023,1,North America,Employee Wellbeing,82.0,77.4,95.0,0.18,60991.0,4
2023-01-01,2023,1,North America,Community Impact,74.8,67.0,84.1,0.21,51382.0,4
2023-01-01,2023,1,North America,Governance,86.0,78.2,95.0,0.14,62755.0,8
2023-01-01,2023,1,North America,Innovation,80.6,68.6,90.4,0.33,64460.0,7
2023-01-01,2023,1,Europe,Carbon Footprint,75.6,61.7,82.8,0.08,56990.0,5
2023-01-01,2023,1,Europe,Water Stewardship,88.8,70.1,88.8,0.15,45811.0,10
2023-01-01,2023,1,Europe,Waste Management,84.2,69.0,93.7,0.13,82839.0,6
2023-01-01,2023,1,Europe,Supply Chain,74.3,60.4,84.4,0.08,51069.0,9
2023-01-01,2023,1,Europe,Employee Wellbeing,94.5,74.7,95.0,0.21,52935.0,9
2023-01-01,2023,1,Europe,Community Impact,85.6,65.6,93.6,0.02,50331.0,7
2023-01-01,2023,1,Europe,Governance,95.2,82.0,95.0,0.27,79065.0,5
2023-01-01,2023,1,Europe,Innovation,92.5,67.2,92.9,0.16,66854.0,9
2023-01-01,2023,1,Asia Pacific,Carbon Footprint,69.0,65.6,89.5,0.27,75544.0,7
2023-01-01,2023,1,Asia Pacific,Water Stewardship,73.7,70.0,93.3,0.32,60666.0,4
2023-01-01,2023,1,Asia Pacific,Waste Management,77.4,72.2,95.0,0.07,61162.0,10
2023-01-01,2023,1,Asia Pacific,Supply Chain,64.0,59.3,87.5,0.24,42148.0,5
2023-01-01,2023,1,Asia Pacific,Employee Wellbeing,86.9,78.5,95.0,0.17,33084.0,3
2023-01-01,2023,1,Asia Pacific,Community Impact,75.6,64.4,85.4,0.36,34435.0,9
2023-01-01,2023,1,Asia Pacific,Governance,87.9,80.1,95.0,0.22,68693.0,5
2023-01-01,2023,1,Asia Pacific,Innovation,74.4,63.8,89.3,0.14,54834.0,7
2023-01-01,2023,1,Latin America,Carbon Footprint,79.5,63.8,89.1,0.2,33864.0,5
2023-01-01,2023,1,Latin America,Water Stewardship,76.3,71.9,95.0,0.17,57314.0,6
2023-01-01,2023,1,Latin America,Waste Management,79.8,72.3,90.4,0.21,48015.0,7
2023-01-01,2023,1,Latin America,Supply Chain,77.9,59.3,82.2,0.25,26472.0,11
2023-01-01,2023,1,Latin America,Employee Wellbeing,88.2,77.7,95.0,0.19,53531.0,5
2023-01-01,2023,1,Latin America,Community Impact,82.2,62.0,86.9,-0.01,83409.0,7
2023-01-01,2023,1,Latin America,Governance,92.9,78.8,95.0,0.08,64553.0,9
2023-01-01,2023,1,Latin America,Innovation,78.0,67.3,86.9,0.33,68057.0,4
2023-01-01,2023,1,Middle East & Africa,Carbon Footprint,68.1,63.6,90.7,0.11,39001.0,9
2023-01-01,2023,1,Middle East & Africa,Water Stewardship,75.8,70.0,95.0,0.17,84357.0,6
2023-01-01,2023,1,Middle East & Africa,Waste Management,83.9,74.3,92.7,0.05,73669.0,6
2023-01-01,2023,1,Middle East & Africa,Supply Chain,66.1,62.0,82.2,0.38,57721.0,8
2023-01-01,2023,1,Middle East & Africa,Employee Wellbeing,79.8,72.2,95.0,0.29,27078.0,4
2023-01-01,2023,1,Middle East & Africa,Community Impact,76.4,63.6,83.5,0.29,51165.0,9
2023-01-01,2023,1,Middle East & Africa,Governance,92.7,85.2,95.0,0.18,42687.0,11
2023-01-01,2023,1,Middle East & Africa,Innovation,81.8,66.2,89.9,0.06,32648.0,6
2023-02-01,2023,2,North America,Carbon Footprint,76.0,60.7,89.9,0.11,78136.0,4
2023-02-01,2023,2,North America,Water Stewardship,87.7,72.7,94.6,0.05,36787.0,5
2023-02-01,2023,2,North America,Waste Management,79.5,75.2,94.5,0.13,84986.0,5
2023-02-01,2023,2,North America,Supply Chain,67.6,58.9,84.6,0.04,82876.0,8
2023-02-01,2023,2,North America,Employee Wellbeing,80.7,74.2,95.0,0.34,26993.0,5
2023-02-01,2023,2,North America,Community Impact,80.4,63.8,92.2,0.17,63024.0,3
2023-02-01,2023,2,North America,Governance,94.0,78.8,95.0,0.08,76899.0,8
2023-02-01,2023,2,North America,Innovation,81.6,64.3,88.9,0.32,59300.0,11
2023-02-01,2023,2,Europe,Carbon Footprint,79.6,65.1,87.9,0.14,41117.0,9
2023-02-01,2023,2,Europe,Water Stewardship,90.9,68.2,94.6,0.18,33200.0,3
2023-02-01,2023,2,Europe,Waste Management,85.7,74.7,95.0,0.19,60395.0,8
2023-02-01,2023,2,Europe,Supply Chain,72.4,55.5,83.3,0.34,84212.0,10
2023-02-01,2023,2,Europe,Employee Wellbeing,95.0,80.1,95.0,0.19,26110.0,3
2023-02-01,2023,2,Europe,Community Impact,80.2,65.5,90.3,0.36,59300.0,8
2023-02-01,2023,2,Europe,Governance,98.0,79.3,95.0,0.27,76837.0,3
2023-02-01,2023,2,Europe,Innovation,83.1,65.2,88.6,0.29,57883.0,3
2023-02-01,2023,2,Asia Pacific,Carbon Footprint,71.3,62.2,86.5,0.15,38162.0,5
2023-02-01,2023,2,Asia Pacific,Water Stewardship,77.2,71.2,95.0,0.06,66002.0,11
2023-02-01,2023,2,Asia Pacific,Waste Management,86.0,72.6,91.6,0.16,50790.0,6
2023-02-01,2023,2,Asia Pacific,Supply Chain,74.5,58.6,84.6,0.19,83965.0,7
2023-02-01,2023,2,Asia Pacific,Employee Wellbeing,76.3,79.6,95.0,0.15,34080.0,9
2023-02-01,2023,2,Asia Pacific,Community Impact,73.4,64.7,90.1,0.18,84194.0,9
2023-02-01,2023,2,Asia Pacific,Governance,83.5,80.7,95.0,0.02,29060.0,8
2023-02-01,2023,2,Asia Pacific,Innovation,76.0,65.3,86.4,0.32,81920.0,10
2023-02-01,2023,2,Latin America,Carbon Footprint,79.0,64.0,88.3,0.28,34178.0,7
2023-02-01,2023,2,Latin America,Water Stewardship,82.8,72.0,94.8,0.21,25993.0,3
2023-02-01,2023,2,Latin America,Waste Management,85.9,71.6,95.0,0.33,64420.0,5
2023-02-01,2023,2,Latin America,Supply Chain,80.6,61.1,86.0,0.14,44305.0,3
2023-02-01,2023,2,Latin America,Employee Wellbeing,87.0,74.4,95.0,0.28,30388.0,4
2023-02-01,2023,2,Latin America,Community Impact,71.4,65.4,88.4,0.17,72061.0,10
2023-02-01,2023,2,Latin America,Governance,90.1,82.1,95.0,0.36,26402.0,6
2023-02-01,2023,2,Latin America,Innovation,77.8,69.4,89.6,0.19,50872.0,8
2023-02-01,2023,2,Middle East & Africa,Carbon Footprint,75.0,63.9,86.2,0.1,41503.0,4
2023-02-01,2023,2,Middle East & Africa,Water Stewardship,81.6,71.7,87.7,0.08,74665.0,3
2023-02-01,2023,2,Middle East & Africa,Waste Management,83.8,73.3,90.6,0.29,81087.0,7
2023-02-01,2023,2,Middle East & Africa,Supply Chain,66.2,57.2,82.1,0.17,26928.0,5
2023-02-01,2023,2,Middle East & Africa,Employee Wellbeing,85.3,76.2,95.0,0.03,44336.0,4
2023-02-01,2023,2,Middle East & Africa,Community Impact,74.7,66.4,90.6,0.31,42094.0,8
2023-02-01,2023,2,Middle East & Africa,Governance,82.9,82.3,95.0,0.26,46853.0,3
2023-02-01,2023,2,Middle East & Africa,Innovation,73.3,66.4,88.8,0.1,37457.0,11
2023-03-01,2023,3,North America,Carbon Footprint,75.8,68.3,85.5,0.33,27730.0,10
2023-03-01,2023,3,North America,Water Stewardship,77.2,66.9,95.0,0.18,43496.0,11
2023-03-01,2023,3,North America,Waste Management,87.9,74.9,94.2,0.33,40520.0,5
2023-03-01,2023,3,North America,Supply Chain,75.1,56.9,83.0,0.32,49207.0,10
2023-03-01,2023,3,North America,Employee Wellbeing,91.8,74.8,95.0,0.22,34303.0,8
2023-03-01,2023,3,North America,Community Impact,83.2,61.2,88.2,0.22,60451.0,6
2023-03-01,2023,3,North America,Governance,87.8,80.2,95.0,0.05,65077.0,6
2023-03-01,2023,3,North America,Innovation,77.5,61.6,89.1,0.2,44149.0,7
2023-03-01,2023,3,Europe,Carbon Footprint,79.7,62.3,87.7,0.25,71935.0,8
2023-03-01,2023,3,Europe,Water Stewardship,94.5,67.7,91.9,0.27,25068.0,11
2023-03-01,2023,3,Europe,Waste Management,87.3,66.6,94.4,0.32,57846.0,4
2023-03-01,2023,3,Europe,Supply Chain,68.2,61.7,83.7,0.14,79492.0,4
2023-03-01,2023,3,Europe,Employee Wellbeing,91.1,74.0,95.0,0.12,45289.0,11
2023-03-01,2023,3,Europe,Community Impact,82.8,63.1,94.6,0.36,57240.0,7
2023-03-01,2023,3,Europe,Governance,93.2,78.2,95.0,0.19,41317.0,10
2023-03-01,2023,3,Europe,Innovation,80.4,68.7,84.1,0.28,36441.0,10
2023-03-01,2023,3,Asia Pacific,Carbon Footprint,71.9,64.4,87.7,0.27,58943.0,7
2023-03-01,2023,3,Asia Pacific,Water Stewardship,77.0,69.7,95.0,0.02,55567.0,9
2023-03-01,2023,3,Asia Pacific,Waste Management,77.7,69.8,91.2,0.17,79388.0,9
2023-03-01,2023,3,Asia Pacific,Supply Chain,68.8,59.0,87.0,0.47,84387.0,8
2023-03-01,2023,3,Asia Pacific,Employee Wellbeing,90.8,76.3,95.0,0.26,51837.0,9
