Date,Year,Month,Quarter,Region,Facility_ID,Facility_Type,Scope1_Emissions_Tonnes,Scope2_Emissions_Tonnes,Scope3_Emissions_Tonnes,Total_Emissions_Tonnes,Carbon_Intensity_Tonnes_per_M_Revenue,Water_Usage_m3,Water_Efficiency_Score,Water_Cost_USD,Total_Energy_Consumption_kWh,Renewable_Energy_kWh,Renewable_Energy_Percentage,Energy_Cost_USD,Total_Waste_Tonnes,Recycled_Waste_Tonnes,Waste_Diversion_Rate_Pct,Waste_Management_Cost_USD,Recycling_Revenue_USD,Employee_Count,Green_Commute_Adoption_Pct,Employee_Commute_Emissions_Tonnes,Employee_Sustainability_Training_Hours,Revenue_Millions_USD,Sustainability_Investment_USD,Sustainability_Cost_Savings_USD,Carbon_Offset_Investment_USD,ESG_Environmental_Score,ESG_Social_Score,ESG_Governance_Score,ESG_Overall_Score,Supply_Chain_Assessment_Pct,High_Risk_Suppliers_Pct,Supply_Chain_Emissions_Tonnes,ISO14001_Certified,LEED_Certification_Level,Regulatory_Compliance_Score
2022-08-01,2022,8,Q3,Europe,EU_Warehouse_003,Warehouse,10.15,14.21,16.24,40.6,0.252,250.0,85.3,958.0,759.0,399.0,52.5,109.0,9.92,7.21,72.7,1575.0,202.0,93,60.4,10.38,287.0,161.08,8032.0,4876.0,2449.0,70.3,71.4,90.1,77.3,74.4,24.0,12.18,1,None,89.2
2022-08-01,2022,8,Q3,Europe,EU_Plant_004,Plant,26.87,37.61,42.99,107.47,0.241,1493.0,87.5,4064.0,2008.0,957.0,47.6,313.0,28.45,22.63,79.5,3473.0,791.0,269,38.7,30.03,474.0,446.08,22795.0,11006.0,5622.0,71.6,76.5,87.4,78.5,77.5,24.0,32.24,1,Certified,91.5
2022-08-01,2022,8,Q3,Europe,EU_Office_005,Office,5.0,5.7,10.0,20.7,0.334,521.0,88.1,1878.0,304.0,146.0,47.9,37.0,5.52,3.99,72.3,879.0,149.0,178,55.3,19.87,361.0,61.96,4187.0,2425.0,1003.0,76.4,74.2,84.8,78.5,58.4,24.0,7.5,0,Gold,87.1
2022-08-01,2022,8,Q3,Europe,EU_Plant_006,Plant,32.63,45.68,52.21,130.52,0.293,1813.0,92.7,5789.0,2439.0,1216.0,49.8,321.0,34.55,24.59,71.2,5219.0,1061.0,243,48.0,27.13,697.0,446.08,24859.0,12661.0,6217.0,73.6,75.8,88.0,79.1,74.2,24.0,39.16,1,Certified,90.1
2022-08-01,2022,8,Q3,Europe,EU_Office_007,Office,5.0,6.75,10.0,21.75,0.351,617.0,87.6,2052.0,360.0,126.0,35.0,59.0,6.53,4.89,74.9,1123.0,183.0,147,44.5,16.41,388.0,61.96,4196.0,2682.0,1088.0,70.5,71.1,84.2,75.2,74.5,24.0,7.5,1,None,87.2
2022-08-01,2022,8,Q3,Europe,EU_Warehouse_008,Warehouse,12.33,17.26,19.73,49.32,0.306,304.0,87.8,921.0,922.0,404.0,43.9,143.0,12.05,9.32,77.3,1974.0,309.0,85,63.8,9.49,218.0,161.08,10397.0,4839.0,3599.0,67.7,78.8,84.9,77.1,57.9,24.0,14.8,1,None,93.5
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_001,Plant,41.96,58.75,67.14,167.85,0.376,2331.0,92.7,6754.0,2319.0,1015.0,43.8,335.0,44.44,32.78,73.8,7412.0,1325.0,275,46.7,30.7,519.0,446.08,32753.0,19721.0,13745.0,71.5,73.6,86.1,77.1,64.7,24.0,50.35,1,None,96.9
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_002,Office,5.93,8.31,10.0,24.24,0.391,759.0,83.9,3104.0,328.0,135.0,41.2,43.0,8.04,6.82,84.9,1087.0,226.0,150,48.5,16.75,323.0,61.96,4490.0,2860.0,1861.0,77.1,73.5,85.4,78.7,67.1,24.0,7.5,1,None,89.5
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_003,Plant,42.81,59.93,68.5,171.24,0.384,2378.0,78.4,5983.0,2365.0,1006.0,42.6,347.0,45.34,35.08,77.4,5566.0,1259.0,292,51.3,32.6,606.0,446.08,37246.0,20954.0,10948.0,70.1,74.2,85.8,76.7,75.2,24.0,51.37,1,Gold,87.1
2022-08-01,2022,8,Q3,Asia Pacific,AP_Warehouse_004,Warehouse,18.27,25.58,29.23,73.08,0.454,450.0,87.5,1163.0,1009.0,526.0,52.1,124.0,17.86,13.09,73.3,2915.0,444.0,83,50.2,9.27,161.0,161.08,15648.0,8947.0,3845.0,70.0,77.7,85.5,77.8,74.9,24.0,21.92,1,None,83.7
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_005,Office,5.64,7.9,10.0,23.54,0.38,722.0,81.0,2736.0,312.0,145.0,46.6,49.0,7.65,5.33,69.8,1179.0,139.0,152,46.7,16.97,264.0,61.96,4841.0,2253.0,1645.0,75.8,75.8,84.9,78.9,70.7,24.0,7.5,0,Certified,84.1
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_006,Plant,44.08,61.71,70.52,176.31,0.395,2449.0,85.2,6291.0,2435.0,1162.0,47.7,426.0,46.68,35.94,77.0,7934.0,1112.0,225,46.7,25.12,639.0,446.08,34304.0,20132.0,8154.0,66.8,75.8,84.0,75.5,74.9,24.0,52.89,1,Certified,88.4
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_007,Office,5.33,7.46,10.0,22.78,0.368,682.0,80.1,1923.0,294.0,136.0,46.2,45.0,7.22,5.54,76.7,960.0,234.0,159,46.5,17.75,493.0,61.96,4325.0,2528.0,1498.0,79.3,75.9,87.4,80.9,67.9,24.0,7.5,1,None,90.8
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_008,Plant,51.44,72.02,82.3,205.76,0.461,2858.0,86.4,9556.0,2842.0,1343.0,47.3,434.0,54.48,42.58,78.2,7088.0,1712.0,298,33.1,33.27,946.0,446.08,40781.0,22453.0,17043.0,72.1,77.3,86.3,78.6,70.7,24.0,61.73,0,Gold,89.1
2022-08-01,2022,8,Q3,Asia Pacific,AP_Warehouse_009,Warehouse,14.72,20.61,23.56,58.89,0.366,362.0,96.2,981.0,814.0,394.0,48.5,101.0,14.39,11.5,79.9,2183.0,380.0,61,44.2,6.81,153.0,161.08,11763.0,6618.0,2860.0,76.2,80.7,86.5,81.1,67.9,24.0,17.67,1,None,89.5
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_010,Office,6.06,8.49,10.0,24.55,0.396,776.0,81.5,2027.0,335.0,150.0,44.8,54.0,8.22,6.57,80.0,1269.0,218.0,124,46.2,13.84,263.0,61.96,5215.0,2728.0,1318.0,71.9,75.7,85.8,77.8,66.6,24.0,7.5,1,Platinum,91.9
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_011,Plant,44.04,61.66,70.47,176.17,0.395,2447.0,81.1,6933.0,2433.0,904.0,37.2,393.0,46.64,33.54,71.9,6689.0,1117.0,268,42.7,29.92,616.0,446.08,35130.0,19608.0,10519.0,68.1,74.7,86.5,76.4,69.7,24.0,52.85,0,None,93.1
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_012,Office,6.63,9.28,10.61,26.52,0.428,849.0,85.4,2612.0,366.0,165.0,45.0,60.0,8.99,6.38,71.0,1379.0,192.0,141,41.8,15.74,368.0,61.96,5071.0,2621.0,1317.0,69.0,74.5,86.5,76.6,73.9,24.0,7.96,1,Certified,86.7
2022-08-01,2022,8,Q3,Asia Pacific,AP_Plant_013,Plant,45.38,63.53,72.6,181.51,0.407,2521.0,79.6,9888.0,2507.0,1408.0,56.1,399.0,48.05,34.58,72.0,7537.0,1096.0,231,40.4,25.79,668.0,446.08,36153.0,19243.0,8446.0,70.8,78.5,83.2,77.5,64.5,24.0,54.45,1,Certified,89.2
2022-08-01,2022,8,Q3,Asia Pacific,AP_Warehouse_014,Warehouse,11.48,16.07,18.37,45.93,0.285,283.0,86.3,759.0,634.0,275.0,43.3,91.0,11.22,8.93,79.6,1574.0,325.0,76,45.7,8.48,225.0,161.08,9008.0,5298.0,2211.0,60.1,77.9,85.9,74.6,78.4,24.0,13.78,0,Gold,90.6
2022-08-01,2022,8,Q3,Asia Pacific,AP_Office_015,Office,6.29,8.8,10.06,25.15,0.406,805.0,81.6,2402.0,347.0,169.0,48.6,47.0,8.52,6.83,80.1,1425.0,178.0,159,47.7,17.75,338.0,61.96,4944.0,2636.0,1640.0,74.4,76.9,88.4,79.9,74.1,24.0,7.54,1,Silver,93.1
2022-08-01,2022,8,Q3,Latin America,LA_Plant_001,Plant,29.57,41.4,47.32,118.29,0.265,1643.0,93.3,4643.0,1978.0,815.0,41.2,245.0,31.32,26.02,83.1,4868.0,1165.0,269,47.1,30.03,480.0,446.08,25269.0,13726.0,5544.0,65.6,74.6,88.4,76.2,63.8,24.0,35.49,1,None,84.9
2022-08-01,2022,8,Q3,Latin America,LA_Office_002,Office,5.14,7.19,10.0,22.33,0.36,658.0,91.4,2466.0,344.0,175.0,50.8,55.0,6.96,5.29,76.0,883.0,209.0,143,63.5,15.96,336.0,61.96,4583.0,2422.0,1803.0,71.9,72.3,88.8,77.6,72.7,24.0,7.5,1,None,91.5
2022-08-01,2022,8,Q3,Latin America,LA_Warehouse_003,Warehouse,9.95,13.93,15.92,39.81,0.247,245.0,89.3,830.0,666.0,373.0,56.1,83.0,9.73,7.25,74.5,1280.0,303.0,84,49.0,9.38,230.0,161.08,8235.0,4253.0,3216.0,73.7,82.4,86.8,81.0,80.0,24.0,11.94,0,Platinum,87.7
2022-08-01,2022,8,Q3,Middle East & Africa,MEA_Plant_001,Plant,34.95,48.92,55.91,139.78,0.313,1941.0,89.7,7830.0,2115.0,1029.0,48.6,304.0,37.01,29.23,79.0,4986.0,993.0,278,37.4,31.04,568.0,446.08,26212.0,15900.0,10453.0,67.3,74.5,84.2,75.3,69.3,24.0,41.94,1,Certified,90.0
2022-08-01,2022,8,Q3,Middle East & Africa,MEA_Office_002,Office,5.98,8.37,10.0,24.36,0.393,766.0,89.5,2339.0,362.0,212.0,58.7,57.0,8.11,5.98,73.8,1000.0,152.0,152,45.9,16.97,344.0,61.96,5262.0,2862.0,1420.0,75.6,83.9,85.5,81.7,70.5,24.0,7.5,1,None,89.7
2022-09-01,2022,9,Q3,North America,NA_Plant_001,Plant,37.61,52.65,60.17,150.43,0.339,2089.0,82.9,6917.0,2410.0,1170.0,48.5,382.0,40.17,29.05,72.3,4913.0,1087.0,271,33.8,29.92,765.0,443.57,27511.0,14956.0,9780.0,75.3,79.0,88.1,80.8,78.5,23.8,45.13,1,None,93.7
2022-09-01,2022,9,Q3,North America,NA_Office_002,Office,5.48,7.67,10.0,23.15,0.376,702.0,85.6,1865.0,351.0,175.0,49.9,58.0,7.49,5.93,79.2,1235.0,185.0,172,48.0,18.99,348.0,61.61,4647.0,2601.0,1818.0,76.1,76.7,87.6,80.2,70.6,23.8,7.5,0,Gold,96.8
2022-09-01,2022,9,Q3,North America,NA_Warehouse_003,Warehouse,13.68,19.15,21.88,54.7,0.342,337.0,79.9,1149.0,877.0,442.0,50.5,149.0,13.48,10.4,77.2,1645.0,336.0,93,41.2,10.27,177.0,160.18,10599.0,5652.0,3440.0,66.6,80.6,89.3,78.9,74.0,23.8,16.41,0,Gold,90.4
2022-09-01,2022,9,Q3,North America,NA_Plant_004,Plant,35.66,49.93,57.06,142.65,0.322,1981.0,91.1,6987.0,2286.0,1083.0,47.4,297.0,38.1,29.29,76.9,6254.0,909.0,228,48.0,25.18,522.0,443.57,28687.0,14156.0,9840.0,74.9,77.3,84.8,79.0,69.5,23.8,42.8,0,Silver,90.3
2022-09-01,2022,9,Q3,North America,NA_Office_005,Office,5.49,7.69,10.0,23.18,0.376,703.0,81.1,2491.0,352.0,154.0,43.8,44.0,7.51,5.86,78.0,1077.0,230.0,146,39.1,16.12,383.0,61.61,4401.0,2722.0,1622.0,74.2,75.6,86.0,78.6,73.1,23.8,7.5,0,None,90.5
2022-09-01,2022,9,Q3,North America,NA_Plant_006,Plant,33.85,47.39,54.16,135.39,0.305,1880.0,96.7,5794.0,2169.0,958.0,44.2,381.0,36.16,27.73,76.7,4392.0,1016.0,221,56.1,24.4,538.0,443.57,29229.0,14967.0,7280.0,69.7,75.1,86.1,77.0,72.3,23.8,40.62,1,Silver,91.6
2022-09-01,2022,9,Q3,North America,NA_Warehouse_007,Warehouse,11.93,16.7,19.09,47.72,0.298,294.0,83.0,940.0,765.0,386.0,50.4,125.0,11.76,9.27,78.8,1731.0,390.0,78,40.1,8.61,242.0,160.18,9029.0,5272.0,2789.0,72.6,79.2,83.7,78.5,64.7,23.8,14.32,1,None,88.5
2022-09-01,2022,9,Q3,North America,NA_Office_008,Office,5.0,6.04,10.0,21.04,0.342,553.0,89.1,2152.0,277.0,131.0,47.4,43.0,5.9,4.47,75.8,1003.0,156.0,131,60.1,14.47,223.0,61.61,4110.0,2548.0,958.0,75.5,71.4,90.1,79.0,72.1,23.8,7.5,1,Silver,87.4
2022-09-01,2022,9,Q3,North America,NA_Plant_009,Plant,33.39,46.75,53.43,133.58,0.301,1855.0,92.2,6700.0,2140.0,1016.0,47.4,307.0,35.67,24.42,68.5,5666.0,632.0,214,43.6,23.63,341.0,443.57,24773.0,13478.0,8454.0,69.8,73.3,90.8,78.0,81.7,23.8,40.07,1,Gold,88.2
2022-09-01,2022,9,Q3,North America,NA_Office_010,Office,5.0,6.05,10.0,21.05,0.342,554.0,82.9,1927.0,277.0,134.0,48.3,37.0,5.91,4.24,71.7,805.0,174.0,132,45.3,14.58,208.0,61.61,4203.0,2536.0,1783.0,77.5,76.3,90.0,81.3,75.0,23.8,7.5,0,Silver,88.6
2022-09-01,2022,9,Q3,North America,NA_Plant_011,Plant,35.15,49.21,56.24,140.59,0.317,1953.0,75.0,7032.0,2253.0,1195.0,53.0,367.0,37.55,28.51,75.9,4908.0,758.0,234,47.8,25.84,725.0,443.57,25320.0,14389.0,7793.0,69.0,77.7,85.8,77.5,67.7,23.8,42.18,1,Gold,87.8
2022-09-01,2022,9,Q3,North America,NA_Warehouse_012,Warehouse,13.57,19.0,21.72,54.3,0.339,334.0,90.1,1347.0,870.0,346.0,39.7,113.0,13.38,10.51,78.5,1912.0,292.0,88,42.8,9.72,225.0,160.18,10880.0,6111.0,4026.0,70.6,75.4,81.8,75.9,79.3,23.8,16.29,1,None,85.6
2022-09-01,2022,9,Q3,Europe,EU_Plant_001,Plant,28.61,40.05,45.77,114.44,0.258,1589.0,88.1,5590.0,2157.0,1144.0,53.0,263.0,30.56,23.48,76.8,4171.0,602.0,274,51.3,30.26,607.0,443.57,21286.0,11004.0,9247.0,70.5,78.8,86.0,78.5,67.0,23.8,34.33,1,Certified,86.0
2022-09-01,2022,9,Q3,Europe,EU_Office_002,Office,5.0,5.95,10.0,20.95,0.34,544.0,88.0,2093.0,321.0,169.0,52.8,55.0,5.81,4.48,77.2,926.0,133.0,165,42.6,18.22,324.0,61.61,4348.0,2129.0,1207.0,69.5,80.9,85.6,78.7,71.2,23.8,7.5,0,None,94.0
2022-09-01,2022,9,Q3,Europe,EU_Warehouse_003,Warehouse,10.75,15.05,17.2,42.99,0.268,265.0,80.2,948.0,810.0,436.0,53.8,108.0,10.6,8.42,79.5,1702.0,341.0,64,55.2,7.07,147.0,160.18,9039.0,4416.0,2997.0,71.7,76.7,85.8,78.1,78.5,23.8,12.9,1,Gold,93.3
2022-09-01,2022,9,Q3,Europe,EU_Plant_004,Plant,30.41,42.58,48.66,121.65,0.274,1690.0,85.5,6506.0,2293.0,1049.0,45.7,289.0,32.49,26.16,80.5,4427.0,1101.0,214,43.3,23.63,447.0,443.57,24449.0,14499.0,10209.0,74.5,80.6,83.5,79.5,70.2,23.8,36.5,1,None,88.7
2022-09-01,2022,9,Q3,Europe,EU_Office_005,Office,5.0,5.37,10.0,20.37,0.331,491.0,86.8,1755.0,289.0,137.0,47.4,39.0,5.24,3.99,76.2,928.0,113.0,150,48.0,16.56,471.0,61.61,4320.0,2178.0,929.0,67.3,74.4,91.8,77.8,67.2,23.8,7.5,1,None,96.0
2022-09-01,2022,9,Q3,Europe,EU_Plant_006,Plant,25.73,36.03,41.17,102.94,0.232,1430.0,77.5,4094.0,1940.0,1022.0,52.7,245.0,27.49,19.82,72.1,4425.0,757.0,278,43.3,30.7,866.0,443.57,21038.0,11586.0,7637.0,74.7,75.9,81.6,77.4,68.3,23.8,30.88,0,Gold,88.3
2022-09-01,2022,9,Q3,Europe,EU_Office_007,Office,5.0,5.82,10.0,20.82,0.338,532.0,92.9,2054.0,313.0,152.0,48.5,49.0,5.68,4.41,77.7,749.0,154.0,163,48.0,18.0,450.0,61.61,3816.0,2097.0,1578.0,80.2,72.3,85.2,79.2,71.8,23.8,7.5,1,None,84.8
2022-09-01,2022,9,Q3,Europe,EU_Warehouse_008,Warehouse,10.26,14.36,16.42,41.04,0.256,253.0,82.9,1048.0,774.0,377.0,48.8,110.0,10.12,8.0,79.0,1628.0,210.0,69,54.4,7.62,150.0,160.18,7581.0,4705.0,3429.0,66.3,75.5,87.2,76.3,75.0,23.8,12.31,1,None,93.6
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_001,Plant,42.68,59.75,68.29,170.72,0.385,2371.0,84.0,8798.0,2379.0,1322.0,55.6,340.0,45.59,33.16,72.7,6571.0,1349.0,262,45.6,28.93,822.0,443.57,32921.0,17510.0,8547.0,77.2,77.0,85.1,79.8,74.9,23.8,51.22,1,Certified,85.2
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_002,Office,5.0,6.93,10.0,21.93,0.356,634.0,88.1,1628.0,276.0,114.0,41.5,35.0,6.77,5.12,75.6,815.0,144.0,145,51.4,16.01,235.0,61.61,4375.0,2280.0,1861.0,74.1,72.4,88.0,78.2,76.3,23.8,7.5,0,None,86.9
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_003,Plant,31.9,44.66,51.04,127.61,0.288,1772.0,89.1,5007.0,1778.0,943.0,53.0,257.0,34.08,25.82,75.8,6005.0,840.0,222,42.4,24.51,584.0,443.57,24898.0,13335.0,7044.0,67.3,79.6,84.8,77.2,73.0,23.8,38.28,0,None,87.0
2022-09-01,2022,9,Q3,Asia Pacific,AP_Warehouse_004,Warehouse,14.15,19.81,22.64,56.61,0.353,348.0,90.0,929.0,789.0,382.0,48.4,137.0,13.95,10.41,74.6,1967.0,375.0,77,48.4,8.5,163.0,160.18,11464.0,5910.0,2832.0,62.5,79.7,84.4,75.5,71.2,23.8,16.98,1,Certified,90.5
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_005,Office,5.59,7.82,10.0,23.41,0.38,715.0,80.4,1818.0,311.0,171.0,54.8,45.0,7.64,5.95,77.8,1070.0,228.0,151,40.1,16.67,282.0,61.61,4872.0,2781.0,1607.0,67.9,77.7,88.2,77.9,78.3,23.8,7.5,1,Silver,92.8
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_006,Plant,40.12,56.16,64.19,160.46,0.362,2229.0,93.7,7503.0,2236.0,941.0,42.1,325.0,42.85,33.46,78.1,6166.0,854.0,285,59.8,31.47,590.0,443.57,31082.0,15764.0,13485.0,75.5,77.0,84.8,79.1,80.9,23.8,48.14,1,None,90.0
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_007,Office,6.36,8.9,10.18,25.44,0.413,814.0,88.8,2074.0,354.0,170.0,48.0,60.0,8.7,6.57,75.6,1455.0,198.0,150,41.0,16.56,406.0,61.61,5565.0,2946.0,1363.0,74.3,78.0,89.3,80.5,78.7,23.8,7.63,0,None,88.0
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_008,Plant,36.96,51.75,59.14,147.86,0.333,2054.0,88.8,5591.0,2060.0,812.0,39.4,333.0,39.49,27.08,68.6,5227.0,916.0,245,48.1,27.05,395.0,443.57,28955.0,15371.0,11535.0,70.5,77.8,87.4,78.5,72.3,23.8,44.36,0,Gold,93.1
2022-09-01,2022,9,Q3,Asia Pacific,AP_Warehouse_009,Warehouse,14.71,20.59,23.53,58.84,0.367,362.0,93.0,1411.0,820.0,453.0,55.2,126.0,14.5,11.41,78.7,1897.0,392.0,77,58.2,8.5,242.0,160.18,12440.0,6406.0,4420.0,71.9,78.7,89.1,79.9,71.4,23.8,17.65,1,None,96.0
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_010,Office,5.45,7.63,10.0,23.08,0.375,698.0,88.2,2357.0,304.0,137.0,45.2,50.0,7.45,5.97,80.1,1094.0,243.0,134,49.4,14.8,342.0,61.61,4202.0,2303.0,1143.0,64.8,75.7,86.7,75.7,71.0,23.8,7.5,0,Certified,85.0
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_011,Plant,47.23,66.12,75.57,188.92,0.426,2624.0,84.3,7710.0,2632.0,1443.0,54.8,394.0,50.45,35.86,71.1,9007.0,1135.0,237,42.5,26.17,595.0,443.57,38355.0,20348.0,9183.0,66.8,76.8,88.0,77.2,74.5,23.8,56.68,1,None,91.6
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_012,Office,6.27,8.78,10.03,25.08,0.407,803.0,81.3,2484.0,349.0,182.0,52.0,51.0,8.57,7.13,83.2,1097.0,185.0,149,56.1,16.45,420.0,61.61,4970.0,2540.0,1701.0,81.5,69.5,86.6,79.2,74.2,23.8,7.52,1,None,89.5
2022-09-01,2022,9,Q3,Asia Pacific,AP_Plant_013,Plant,34.72,48.61,55.55,138.88,0.313,1929.0,89.7,5708.0,1935.0,859.0,44.4,256.0,37.09,27.97,75.4,5906.0,932.0,230,44.2,25.4,415.0,443.57,26105.0,15643.0,10078.0,70.4,76.5,84.0,77.0,81.4,23.8,41.67,1,Gold,90.4
2022-09-01,2022,9,Q3,Asia Pacific,AP_Warehouse_014,Warehouse,14.36,20.1,22.97,57.43,0.359,353.0,83.6,1061.0,800.0,364.0,45.5,97.0,14.16,10.99,77.6,1886.0,337.0,94,37.2,10.38,212.0,160.18,12536.0,6024.0,2977.0,78.1,79.1,84.9,80.7,76.7,23.8,17.23,1,Silver,81.5
2022-09-01,2022,9,Q3,Asia Pacific,AP_Office_015,Office,5.86,8.2,10.0,24.06,0.39,750.0,84.1,2472.0,326.0,159.0,48.8,58.0,8.01,6.22,77.7,1050.0,277.0,164,53.6,18.11,523.0,61.61,4418.0,2656.0,1617.0,69.4,74.9,85.6,76.6,73.7,23.8,7.5,0,None,84.3
2022-09-01,2022,9,Q3,Latin America,LA_Plant_001,Plant,31.65,44.31,50.64,126.61,0.285,1758.0,89.8,5748.0,2135.0,1004.0,47.0,311.0,33.81,25.19,74.5,4375.0,844.0,261,51.6,28.82,630.0,443.57,26398.0,14641.0,5811.0,67.7,73.2,84.5,75.1,78.4,23.8,37.98,1,Silver,89.2
2022-09-01,2022,9,Q3,Latin America,LA_Office_002,Office,5.23,7.32,10.0,22.56,0.366,670.0,94.5,2590.0,353.0,175.0,49.6,56.0,7.15,5.79,80.9,1029.0,204.0,120,51.1,13.25,344.0,61.61,4183.0,2743.0,1352.0,76.2,76.4,89.7,80.7,76.7,23.8,7.5,1,None,86.5
2022-09-01,2022,9,Q3,Latin America,LA_Warehouse_003,Warehouse,14.48,20.27,23.16,57.9,0.361,356.0,95.8,1447.0,977.0,478.0,48.9,170.0,14.27,10.55,73.9,2097.0,322.0,74,52.3,8.17,160.0,160.18,10817.0,7059.0,3504.0,74.0,79.0,86.9,80.0,87.1,23.8,17.37,0,None,86.5
2022-09-01,2022,9,Q3,Middle East & Africa,MEA_Plant_001,Plant,34.01,47.61,54.41,136.03,0.307,1889.0,90.0,6371.0,2076.0,982.0,47.3,333.0,36.33,27.27,75.1,6206.0,687.0,272,41.3,30.03,594.0,443.57,29302.0,13827.0,11058.0,64.2,69.4,86.9,73.5,74.9,23.8,40.81,1,Certified,83.2
2022-09-01,2022,9,Q3,Middle East & Africa,MEA_Office_002,Office,5.44,7.61,10.0,23.05,0.374,696.0,98.1,2235.0,332.0,187.0,56.4,58.0,7.44,5.76,77.4,1335.0,156.0,140,47.1,15.46,265.0,61.61,4566.0,2472.0,1914.0,72.1,73.3,87.8,77.8,76.8,23.8,7.5,1,None,90.6
2022-10-01,2022,10,Q4,North America,NA_Plant_001,Plant,40.71,57.0,65.14,162.85,0.353,2262.0,87.7,6767.0,2632.0,1244.0,47.3,444.0,43.86,33.76,77.0,7370.0,1153.0,267,44.3,29.17,676.0,461.77,31160.0,18826.0,11265.0,67.8,78.9,86.2,77.6,70.4,23.7,48.86,1,Certified,86.9
2022-10-01,2022,10,Q4,North America,NA_Office_002,Office,5.0,6.43,10.0,21.43,0.334,588.0,75.9,2005.0,297.0,131.0,44.3,39.0,6.33,5.18,81.8,819.0,221.0,148,40.4,16.17,331.0,64.14,4026.0,2301.0,1317.0,75.0,78.1,83.5,78.9,68.5,23.7,7.5,0,Certified,83.5
2022-10-01,2022,10,Q4,North America,NA_Warehouse_003,Warehouse,15.74,22.03,25.18,62.96,0.378,387.0,96.9,1063.0,1017.0,523.0,51.4,165.0,15.65,11.61,74.2,2379.0,324.0,85,42.9,9.29,129.0,166.75,13717.0,6238.0,4868.0,66.3,76.8,86.0,76.3,70.5,23.7,18.89,0,Certified,92.6
2022-10-01,2022,10,Q4,North America,NA_Plant_004,Plant,29.91,41.87,47.86,119.64,0.259,1662.0,84.8,5485.0,1933.0,878.0,45.4,299.0,32.22,24.5,76.0,5661.0,1018.0,235,62.7,25.67,482.0,461.77,22798.0,11409.0,6519.0,68.8,84.1,87.2,80.1,73.2,23.7,35.89,0,Certified,91.2
2022-10-01,2022,10,Q4,North America,NA_Office_005,Office,5.06,7.08,10.0,22.14,0.345,648.0,96.2,1964.0,327.0,154.0,47.1,54.0,6.98,5.39,77.2,929.0,177.0,140,54.9,15.29,416.0,64.14,4574.0,2387.0,1638.0,80.0,77.6,86.3,81.3,77.8,23.7,7.5,1,None,85.8
2022-10-01,2022,10,Q4,North America,NA_Plant_006,Plant,33.08,46.31,52.93,132.31,0.287,1838.0,90.4,5943.0,2138.0,1007.0,47.1,263.0,35.64,26.58,74.6,5381.0,933.0,209,49.2,22.83,367.0,461.77,25886.0,12887.0,6504.0,72.1,77.3,84.7,78.0,65.3,23.7,39.69,0,None,95.2
2022-10-01,2022,10,Q4,North America,NA_Warehouse_007,Warehouse,11.49,16.09,18.39,45.97,0.276,283.0,89.9,1088.0,743.0,341.0,45.9,95.0,11.43,8.53,74.7,1645.0,242.0,74,38.7,8.08,143.0,166.75,8660.0,5045.0,2552.0,76.0,77.0,87.2,80.1,70.4,23.7,13.79,1,Certified,87.7
2022-10-01,2022,10,Q4,North America,NA_Office_008,Office,5.64,7.89,10.0,23.52,0.367,721.0,93.0,1971.0,364.0,157.0,43.1,55.0,7.77,5.67,72.9,991.0,196.0,188,61.7,20.54,526.0,64.14,4317.0,2706.0,1302.0,72.1,78.1,84.9,78.4,62.5,23.7,7.5,1,Platinum,85.8
2022-10-01,2022,10,Q4,North America,NA_Plant_009,Plant,39.54,55.36,63.26,158.16,0.343,2197.0,90.1,7647.0,2556.0,1183.0,46.3,359.0,42.6,34.56,81.1,5326.0,1550.0,239,37.3,26.11,410.0,461.77,33819.0,16668.0,7575.0,77.4,79.7,82.8,80.0,78.1,23.7,47.45,1,None,85.8
2022-10-01,2022,10,Q4,North America,NA_Office_010,Office,5.64,7.89,10.0,23.53,0.367,722.0,80.4,2101.0,364.0,159.0,43.6,63.0,7.78,5.82,74.8,942.0,231.0,123,48.4,13.44,380.0,64.14,5124.0,2265.0,1678.0,79.5,84.8,86.5,83.6,78.3,23.7,7.5,1,None,90.5
